
Thu May 25 23:29:54 EEST 2017 | 11/1918
Sun Jul 09 15:19:40 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:19:54 EEST 2017 | Current message: \questions\date\1920-03_Kapp-Luettwitz.txt
Sun Jul 09 15:19:54 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:20:12 EEST 2017 | Current message: \events\message\trigger\Kapp-Luettwitz-1920_Putsch-defeat.txt
Sun Jul 09 15:20:12 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:20:18 EEST 2017 | Current message: \events\message\date\1920-04_Ruhr-Rote-Armee-1920-after-Putsch.txt
Sun Jul 09 15:20:18 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:20:21 EEST 2017 | Current message: \questions\date\1920-04_Ruhr-Rote-Armee-1920.txt
Sun Jul 09 15:20:21 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:20:39 EEST 2017 | Current message: \questions\date\1921-05_Oberschlesien.txt
Sun Jul 09 15:20:40 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:21:07 EEST 2017 | Current message: \questions\period\1922-01_1923-12_m_Orchestra.txt
Sun Jul 09 15:21:08 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:21:19 EEST 2017 | Current message: \events\story\date\1922-06_Rathenau-Berliner-Tageblatt.txt
Sun Jul 09 15:21:20 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:21:49 EEST 2017 | Current message: \events\story\trigger\Ermordung-Rathenaus_Vossische-Zeitung.txt
Sun Jul 09 15:21:49 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:21:51 EEST 2017 | Current message: \events\story\trigger\Ermordung-Rathenaus-continue_Vossische-Zeitung.txt
Sun Jul 09 15:21:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:21:53 EEST 2017 | Current message: \questions\date\1922-06_Rathenau.txt
Sun Jul 09 15:21:53 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:22:05 EEST 2017 | Current message: \events\story\trigger\Rathenau_Ebert.txt
Sun Jul 09 15:22:05 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:22:20 EEST 2017 | Current message: \questions\period\1923-01_1923-05_m_Ruhr.txt
Sun Jul 09 15:22:21 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:22:47 EEST 2017 | Current message: \events\message\period\1924-07_1927-12_m_RFB-story.txt
Sun Jul 09 15:22:48 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:24:58 EEST 2017 | Current message: \events\message\trigger\RFB-establishment_RFB-story.txt
Sun Jul 09 15:24:58 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:00 EEST 2017 | Current message: \events\message\trigger\RFB-evolution_RFB-story.txt
Sun Jul 09 15:25:00 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:02 EEST 2017 | Current message: \questions\period\1924-01_1925-12_m_Reichsfahne.txt
Sun Jul 09 15:25:02 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:08 EEST 2017 | Current message: \events\message\period\1924-08_1927-12_m_RB-story.txt
Sun Jul 09 15:25:08 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:10 EEST 2017 | Current message: \events\message\trigger\RB-Foundation-in-Magdeburg_RB-story.txt
Sun Jul 09 15:25:10 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:12 EEST 2017 | Current message: \events\message\trigger\RB-Appeal-in-newspapers_RB-story.txt
Sun Jul 09 15:25:12 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:13 EEST 2017 | Current message: \events\message\trigger\RB-Republic-defender_RB-story.txt
Sun Jul 09 15:25:14 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:16 EEST 2017 | Current message: \questions\period\1924-06_1928-12_m_join-RFB.txt
Sun Jul 09 15:25:16 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:25 EEST 2017 | Current message: \events\message\period\1923-12_1926-12_m_STA-story.txt
Sun Jul 09 15:25:25 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:29 EEST 2017 | Current message: \events\message\trigger\STA-Freikorps-transformation_STA-story.txt
Sun Jul 09 15:25:29 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:32 EEST 2017 | Current message: \events\message\trigger\STA-Organisation-growth_STA-story.txt
Sun Jul 09 15:25:32 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:38 EEST 2017 | Current message: \events\message\trigger\STA-Jungstahlhelm_STA-story.txt
Sun Jul 09 15:25:39 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:41 EEST 2017 | Current message: \questions\period\1924-08_1928-12_m_join-RB.txt
Sun Jul 09 15:25:41 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:52 EEST 2017 | Current message: \events\message\date\1925-02_Ebert-death.txt
Sun Jul 09 15:25:52 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:56 EEST 2017 | Current message: \events\message\date\1925-03_Reichspraesidentenwahl-Reichsblock-Kandidat.txt
Sun Jul 09 15:25:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:25:59 EEST 2017 | Current message: \events\message\trigger\Weimarer-Kandidaten-1925_Reichspraesidentenwahl.txt
Sun Jul 09 15:25:59 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:00 EEST 2017 | Current message: \events\message\trigger\BVP-KPD-Voelkisch-Kandidaten-1925_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:01 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:02 EEST 2017 | Current message: \questions\date\1925-03_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:02 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:05 EEST 2017 | Current message: \events\message\trigger\Reichspraesidentenwahl-1925-1_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:05 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:09 EEST 2017 | Current message: \events\message\date\1925-04_Kandidat-Hindenburg.txt
Sun Jul 09 15:26:10 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:11 EEST 2017 | Current message: \events\message\trigger\Kandidat-Hindenburg_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:12 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:15 EEST 2017 | Current message: \questions\date\1925-04_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:15 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:21 EEST 2017 | Current message: \events\message\trigger\Reichspraesidentenwahl-1925-2_Reichspraesidentenwahl.txt
Sun Jul 09 15:26:21 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:24 EEST 2017 | Current message: \events\message\date\1925-05_Hindenburg-communists.txt
Sun Jul 09 15:26:25 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:26:31 EEST 2017 | Current message: \events\message\period\1925-05_1927-12_m_SA-story.txt
Sun Jul 09 15:26:32 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:27:16 EEST 2017 | Current message: \questions\period\1928-01_1932-12_m_Parteigruss.txt
Sun Jul 09 15:27:17 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:27:29 EEST 2017 | Current message: \events\story\date\1928-09_Morozowitz.txt
Sun Jul 09 15:27:29 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:27:39 EEST 2017 | Current message: \questions\period\1929-01_1933-02_m_select-target-RFB.txt
Sun Jul 09 15:27:40 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:27:44 EEST 2017 | Current message: \events\message\trigger\Attack-STA-HQ_RFB-RB.txt
Sun Jul 09 15:27:44 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:27:51 EEST 2017 | Current message: \questions\period\1929-01_1933-02_m_anti-SA-provocation.txt
Sun Jul 09 15:27:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:02 EEST 2017 | Current message: \questions\period\1929-06_1932-04_m_Streikbrecher-Sozi-RFB.txt
Sun Jul 09 15:28:02 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:10 EEST 2017 | Current message: \events\story\period\1929-12_1932-06_m_Rathenau-Eiche-Kaestner.txt
Sun Jul 09 15:28:10 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:13 EEST 2017 | Current message: \questions\period\1929-01_1933-02_m_select-target-RFB.txt
Sun Jul 09 15:28:13 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:17 EEST 2017 | Current message: \events\message\trigger\Attack-SA-HQ_RFB-RB-STA.txt
Sun Jul 09 15:28:17 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:33 EEST 2017 | Current message: \events\message\period\1930-09_1931-12_m_Schweinebacke.txt
Sun Jul 09 15:28:33 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:44 EEST 2017 | 12/1930
Sun Jul 09 15:28:46 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:49 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:28:49 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:28:53 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:28:53 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:07 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-2.txt
Sun Jul 09 15:29:07 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:19 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-continue_Schweinebacke.txt
Sun Jul 09 15:29:19 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:26 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-final_Schweinebacke.txt
Sun Jul 09 15:29:26 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:32 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:29:32 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:42 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:29:42 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:51 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-4.txt
Sun Jul 09 15:29:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:56 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-continue_Schweinebacke.txt
Sun Jul 09 15:29:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:29:59 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-final_Schweinebacke.txt
Sun Jul 09 15:29:59 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:30:04 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:30:04 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:30:14 EEST 2017 | Current message: \events\message\period\1930-12_1932-02_m_Reichsbanner-reformation.txt
Sun Jul 09 15:30:14 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:29 EEST 2017 | 12/1930
Sun Jul 09 15:32:32 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:40 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:32:40 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:42 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:32:42 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:44 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-2.txt
Sun Jul 09 15:32:44 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:50 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-continue_Schweinebacke.txt
Sun Jul 09 15:32:50 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:51 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-final_Schweinebacke.txt
Sun Jul 09 15:32:52 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:53 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:32:53 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:32:58 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-3.txt
Sun Jul 09 15:32:58 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:02 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-continue_Schweinebacke.txt
Sun Jul 09 15:33:02 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:04 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-final_Schweinebacke.txt
Sun Jul 09 15:33:04 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:06 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:33:06 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:12 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Refusal_Schweinebacke.txt
Sun Jul 09 15:33:12 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:20 EEST 2017 | Current message: \events\message\period\1930-12_1932-02_m_Reichsbanner-reformation.txt
Sun Jul 09 15:33:20 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:25 EEST 2017 | 12/1930
Sun Jul 09 15:33:27 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:30 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:33:31 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:33 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:33:33 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:36 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-4.txt
Sun Jul 09 15:33:36 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:39 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-continue_Schweinebacke.txt
Sun Jul 09 15:33:39 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:41 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-final_Schweinebacke.txt
Sun Jul 09 15:33:41 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:43 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:33:43 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:47 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:33:47 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:53 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Consent_Schweinebacke.txt
Sun Jul 09 15:33:53 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:33:56 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Execution_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:33:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:34:03 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Execution_Schweinebacke.txt
Sun Jul 09 15:34:04 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:34:35 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Execution-Final_Schweinebacke.txt
Sun Jul 09 15:34:35 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:07 EEST 2017 | 12/1930
Sun Jul 09 15:35:10 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:13 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:35:13 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:16 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:35:16 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:19 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-3.txt
Sun Jul 09 15:35:20 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:21 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-continue_Schweinebacke.txt
Sun Jul 09 15:35:21 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:23 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-final_Schweinebacke.txt
Sun Jul 09 15:35:23 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:25 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:35:25 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:34 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:35:34 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:39 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-2.txt
Sun Jul 09 15:35:39 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:41 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-continue_Schweinebacke.txt
Sun Jul 09 15:35:41 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:43 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-final_Schweinebacke.txt
Sun Jul 09 15:35:43 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:44 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:35:45 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:49 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:35:49 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:53 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-4.txt
Sun Jul 09 15:35:53 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:55 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-continue_Schweinebacke.txt
Sun Jul 09 15:35:55 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:56 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-final_Schweinebacke.txt
Sun Jul 09 15:35:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:35:58 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:35:58 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:36:02 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:36:02 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:36:07 EEST 2017 | Current message: \events\message\period\1930-12_1932-02_m_Reichsbanner-reformation.txt
Sun Jul 09 15:36:08 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:23 EEST 2017 | 12/1930
Sun Jul 09 15:37:26 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:28 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:37:28 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:30 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:37:31 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:32 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-3.txt
Sun Jul 09 15:37:33 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:34 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-continue_Schweinebacke.txt
Sun Jul 09 15:37:34 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:36 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-final_Schweinebacke.txt
Sun Jul 09 15:37:36 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:37 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:37:38 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:50 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Individueller-Terror_Schweinebacke.txt
Sun Jul 09 15:37:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:37:55 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-2.txt
Sun Jul 09 15:37:55 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:44 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-continue_Schweinebacke.txt
Sun Jul 09 15:38:44 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:46 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-final_Schweinebacke.txt
Sun Jul 09 15:38:46 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:47 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:38:47 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:50 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-4.txt
Sun Jul 09 15:38:50 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:52 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-continue_Schweinebacke.txt
Sun Jul 09 15:38:52 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:54 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-4-final_Schweinebacke.txt
Sun Jul 09 15:38:54 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:55 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:38:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:38:59 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-last-question.txt
Sun Jul 09 15:38:59 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:39:47 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Consent_Schweinebacke.txt
Sun Jul 09 15:39:47 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:39:50 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Execution_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:39:50 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:39:52 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Execution_Schweinebacke.txt
Sun Jul 09 15:39:52 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:39:54 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Execution-Final_Schweinebacke-death.txt
Sun Jul 09 15:39:54 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:40:19 EEST 2017 | 12/1930
Sun Jul 09 15:40:22 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:40:51 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:40:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:40:54 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke.txt
Sun Jul 09 15:40:54 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:40:56 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:40:56 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:40:58 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-1-continue_Schweinebacke.txt
Sun Jul 09 15:40:58 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:01 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:41:01 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:07 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-2.txt
Sun Jul 09 15:41:07 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:08 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-continue_Schweinebacke.txt
Sun Jul 09 15:41:08 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:10 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-2-final_Schweinebacke.txt
Sun Jul 09 15:41:11 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:12 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke.txt
Sun Jul 09 15:41:12 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:15 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage_Schweinebacke-3.txt
Sun Jul 09 15:41:15 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:27 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-continue_Schweinebacke.txt
Sun Jul 09 15:41:27 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:29 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Zeugenaussage-3-final_Schweinebacke.txt
Sun Jul 09 15:41:29 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:31 EEST 2017 | Current message: \questions\trigger\Schupo-Attentat-RFB-Trial_Schweinebacke-last-question.txt
Sun Jul 09 15:41:31 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:51 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Consent_Schweinebacke.txt
Sun Jul 09 15:41:51 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:53 EEST 2017 | Current message: \events\story\trigger\Schupo-Attentat-Execution_Schweinebacke-von-Salomon.txt
Sun Jul 09 15:41:54 EEST 2017 | Left pane book (message) loaded
Sun Jul 09 15:41:56 EEST 2017 | Current message: \events\message\trigger\Schupo-Attentat-Execution_Schweinebacke.txt
